name_id,camis,dba,cuisine_description,phone
3524,50011784,HALAL RESTAURANT,African,3474057708
3525,50035423,SAFARI,African,6469644252
3526,50011004,BRAVO AFRICAN RESTAURANT,African,9292631433
3527,50083527,OOH LALA RESTAURANT & BAKERY,African,7184848811
3528,50103717,La Savane,African,3477128539
3529,50068749,FESTAC GRILL AND LOUNGE,African,3477393015
3530,41519383,BALIMAYA RESTAURANT,African,7184011122
3531,50075044,DABAKH KINE RESTAURANT,African,3476228236
3532,50047418,CHEZ MATY ET SOKHNA,African,2123685005
3533,50070270,OBAAPA AFRICAN RESTAURANT,African,3476075722
3534,41474882,BUKA,African,3477630619
3535,50094227,SISTER'S & FAMILY RESTAURANT,African,9175313660
3536,50066943,RESTAURANT PARADIS DES GOUTS,African,7184434584
3537,41685035,HADJA MARLEY RESTAURANT,African,7186367422
3538,50102575,VOILA AFRIQUE,African,9173273540
3539,40368026,AFRICAN MARKET (BABOON CAFE),African,7187418295
3540,50081725,TERANGA TAC,African,9178596854
3541,50093013,HAFIYA RESTAURANT,African,3474138777
3542,50067950,MAMA G AFRICAN KITCHEN,African,7187087811
3543,50016922,MB RESTAURANT,African,7185643825
3544,41674679,WEST AFRICAN RESTAURANT,African,3472715457
3545,41713405,CAFE RUE DIX,African,9292342543
3546,50040217,AFRICA KINE,African,2126669400
3547,50037802,RESTAURANT LA SAVANE,African,6464904644
3548,40798504,AFRICANA RESTAURANT,African,7186588501
3549,50016481,GALAGALA NY RESTAURANT,African,3472717133
3550,50104898,LAGOS RESTAURANT & LOUNGE,African,3474986849
3551,50111426,TASTE & SMILE,African,3472780028
3552,41702543,TROPICAL GRILL,African,7189491683
3553,41717438,J. RESTAURANT,African,2128623663
3554,50102470,AL AFIA SEN TERANGA FOOD SERVICE CORP,African,7182930444
3555,41248866,BARAKA BUFFET,African,2124913502
3556,50040461,IZZY ROSE,African,9294808809
3557,50007470,LE BAOBAB-GOUYGUI RESTAURANT,African,2128644700
3558,41387224,B AND B RESTAURANT,African,6464298174
3559,50100914,EXPRESS AFRICAN HALAL RESTAURANT,African,3472349455
3560,50056417,FINGERLINKING RESTURANT,African,3475336335
3561,50011308,AMARACHI PRIME,African,6466414510
3562,41595491,JOLOFF,African,7182300523
3563,50010893,GREENE GRAPE ANNEX,American,7188584791
3564,50016669,GEORGE AND JACKS,American,6467328518
3565,41083839,"CADWALADER, WICKERSHAM & TAFT",American,2129933800
3566,40378719,THE CLUBHOUSE,American,7188218338
3567,40402102,TIMMY'S DELI,American,7184296106
3568,50071084,GRAND REPUBLIC,American,7183603639
3569,50071252,THE QUEENSBORO,American,9292960038
3570,50004932,CONGRESS,American,6463398659
3571,50013558,ROWE STUDIOS LOUNGE,American,2125825472
3572,50014213,SUGARDADDY'S,American,7187069600
3573,50057201,CORK & KALE (EVEN HOTEL NEW YORK-MIDTOWN EAST),American,2122390002
3574,40721417,LOKI BAR & BENCHMARK RESTAURANT,American,7189659600
3575,50008347,THE GREY DOG,American,2124620041
3576,41640818,RED OLIVE,American,2122078014
3577,50077901,HILTON GARDEN INN,American,6465318679
3578,50086804,THE ROW HARLEM,American,6467679582
3579,41197487,HEARST CORPORATION EDR,American,2126492542
3580,41523650,NEW YORK YACHT CLUB,American,2123821000
3581,50040450,BIEROCRACY,American,2122891402
3582,50060381,LATIN SOCIAL COCINA-BAR,American,6464100080
3583,50083579,SHAKE SHACK (INNOVATION KITCHEN),American,6465171542
3584,50005523,BAGELS PLUS,American,7182321404
3585,50101213,L C COUSIN DELI & RESTAURANT,American,7187686811
3586,40530791,TAP-A-KEG,American,2127491734
3587,41705878,MARSH & MCLENNAN CAFETERIA,American,2123454204
3588,41444302,"ROCKWOOD MUSIC HALL: Stage 2, Stage 3",American,2124774155
3589,41648183,PANERA BREAD,American,7186430345
3590,41100350,EMPLOYEE'S ONLY,American,2122423021
3591,50088605,DANDY LION,American,7182382200
3592,41015947,MORRIS YACHT & BEACH CLUB,American,7188851596
3593,41160851,APPLEBEE'S,American,7189438000
3594,40761262,CIRCLE IN THE SQUARE THEATRE,American,2126641591
3595,50045681,THE STARLINER,American,3474056572
3596,50092814,BK Refuel,American,9176013908
3597,41679004,MIDDLE BRANCH,American,2122131350
3598,41393345,DEEP BLUE ON THE FLY,American,6464761248
3599,40370766,SMITH & WOLLENSKY,American,2127531530
3600,50042394,PHD TERRACE,American,6467562044
3601,50092019,GUS' AMERICAN GRILL,American,7183317573
3602,41396670,HIGHLANDERS (STAND 318),American,9172843260
3603,41145879,DOUGLASTON MANOR,American,7182248787
3604,41719517,TORST,American,7183896034
3605,50086327,ETC.,American,2126971201
3606,50094838,GRILL ON THE HILL,American,3476578632
3607,41089834,MURRAY HILL DINER,American,2126866667
3608,40638792,MERCER KITCHEN,American,2129665454
3609,41717968,PADDY G'S,American,7186727575
3610,40727820,HOUSING WORKS FOOD,American,2129660466
3611,41542713,BAGEL CAFE,American,2126799845
3612,40582335,THE VILLAGE LANTERN,American,2122607993
3613,50108027,GARDEN CITY DELI,American,6466575295
3614,41627949,"ALGONQUIN HOTEL, BLUE BAR",American,2128406800
3615,50037961,JAM'S,American,2127032007
3616,50059141,EMPLOYEE'S CAFETERIA,American,7189637254
3617,50045063,"SUITE 200, 1879",American,2124656273
3618,41596694,SHOW PALACE,American,7189376969
3619,50047108,THE WARREN,American,2122431311
3620,50008709,STATUE OF LIBERTY DELI,American,6465250973
3621,50080071,LION'S HEAD TAVERN,American,2128661030
3622,50018974,RESIDENCE INN MANHATTAN MIDTOWN EAST,American,2129801003
3623,50083241,COBBLE & CO,American,2123853689
3624,40395892,THE STUMBLE INN,American,2126500561
3625,40403768,CLEARY GOTTLIEB,American,2122253950
3626,40364389,OLD TOWN BAR & RESTAURANT,American,2125296732
3627,50036587,PLUG UGLIES,American,2127801944
3628,41496506,WHITMAN'S,American,2122288011
3629,50018456,NATIVE BEAN,American,2122288110
3630,40545573,THE NEPTUNE DINER,American,7182784853
3631,50005331,Vivid Cabaret,American,2123912702
3632,41708729,ENERGY FUEL CAFE,American,7184996999
3633,41177886,HILTON TIMES SQUARE,American,2126422539
3634,41594504,BLUEPRINT,American,7186226644
3635,50085830,QUEENS BEERHOUSE,American,6462441600
3636,50101494,SELINA CHELSEA NYC & LADY MARA,American,2122160000
3637,50016731,Malt and Mold,American,6462380272
3638,50049596,HENRIETTA HUDSON,American,2129243347
3639,50078524,WHITMANS,American,6466699339
3640,50077247,PLANT MILK DELI STORE,American,7183262036
3641,41246004,FLEX MUSSELS,American,2127177772
3642,50002632,O'NEILL'S,American,7184570100
3643,40796758,PLYMOUTH CAFE,American,7186240074
3644,50065528,101 WILSON BAR,American,6502832056
3645,40383033,O'SULLIVAN'S PUB,American,7187459619
3646,41690254,THE FLATIRON ROOM,American,2127253860
3647,40387746,ROSEBANK TAVERN,American,7184479423
3648,40716141,RUMPUS ROOM,American,2127775153
3649,50066413,SARITA'S MAC & CHEESE,American,2123587917
3650,50046874,COVINA,American,2122045249
3651,50089296,SMILEY BAGEL & GRILL,American,9172616055
3652,50068228,THE HILL BISTRO,American,6465651040
3653,50039710,FOREST PARK SNACK BAR,American,7182960999
3654,41395498,"CITI FIELD PEPSI PORCH STAND 301, 303",American,7185958100
3655,41718493,ON TRACK BAR (O.T.B.),American,2014868830
3656,50001713,"BRASSIERIE 1605, BROADWAY 49 BAR & LOUNGE (MAIN KITCHEN), GRIND & CO",American,2123156000
3657,41390998,CAFE OLYMPIA,American,2128838383
3658,50071621,SHOREHAM HOTEL,American,2122476700
3659,41508177,TAL BAGELS,American,2127120171
3660,41519888,NONO,American,7184286666
3661,40882849,BRENDAN'S,American,2125645405
3662,50014853,MELT SHOP,American,2125055861
3663,50002713,TARTINERY (THE PLAZA SHOPS),American,6467553231
3664,41536786,TUFFET,American,7183887434
3665,50013363,KELLY COMMONS MARKETPLACE,American,7188627737
3666,50010991,MOM'S MIDTOWN,American,6466570080
3667,41555577,LIGHTHOUSE,American,3477897742
3668,41232578,"DUNKIN',' BASKIN ROBBINS",American,7184321289
3669,50048233,EMPLOYEE CAFETERIA,American,2128887000
3670,41157563,QUAINT,American,9177799220
3671,50035433,BAR HUGO,American,2126081211
3672,40400155,BUS STOP CAFE,American,2122061100
3673,40654318,BATEAUX NEW YORK,American,2127277735
3674,50000271,SWEET SCIENCE,American,3477630872
3675,40977390,THE JOHN J O'CONNOR RESIDENCE,American,7185810453
3676,50078833,LEMONS & OLIVES,American,2123350064
3677,41320187,THE GRANT CITY TAVERN,American,7189801509
3678,40902021,BEACH STREET EATERY,American,7184404636
3679,40604207,"CITY ISLAND DINER , SNUG BAR",American,7188859559
3680,50034659,CAFE GUSTO II,American,2123741000
3681,41068920,THE SKINNY,American,2122283668
3682,50052865,PRINTERS ALLEY,American,2126349100
3683,41538728,BOWLMOR LANE,American,2126800012
3684,41542018,PICK & EAT,American,2127950054
3685,50059374,DOG & BONE,American,2128894663
3686,50079007,MILE END DELICATESSEN,American,7188527510
3687,50054655,MOCHABURGER + SUBS EXPRESS,American,6468389698
3688,40837500,OLD CASTLE PUB & RESTAURANT,American,2124714860
3689,40736836,SILVER STAR RESTAURANT,American,2122494250
3690,40724274,THE WHEELTAPPER,American,2123516800
3691,41583460,HARDING'S,American,2126002105
3692,50060266,ETSY,American,7188557955
3693,50006227,RITAS,American,2129742003
3694,50043049,MONTE GRAB & GO MARKET,American,7186842774
3695,41428773,SHERWOOD TO GO,American,2126445616
3696,40395298,T-BONE DINER,American,7182617744
3697,50005171,The Royal Palms Shuffleboard Club,American,3472234293
3698,41468119,NANSEN LODGE SOCIAL CLUB,American,7189830464
3699,50012832,NATIONAL DINER,American,7188241126
3700,50089332,NEIMAN MARCUS (COOK&MERCHANTS),American,6465623542
3701,50014342,UNDERGROUND LOUNGE,American,7189602234
3702,50036483,THE RIDGEWOOD ALE HOUSE,American,7184564495
3703,50080590,THE COPPERPOT,American,9292763330
3704,50045635,STATUS Q,American,6466644665
3705,40526489,DEB'S,American,2126754550
3706,41619055,SONS OF ESSEX,American,2126747100
3707,41715694,DUANE PARK,American,2127325555
3708,41105644,KIND REGARDS,American,2122530036
3709,50008551,SAINT VITUS,American,9173310331
3710,50056065,BAR 180,American,6469283283
3711,50074304,THE PORTERHOUSE,American,2124257171
3712,50099833,NORDSTROM BROADWAY BAR,American,2063734068
3713,40670353,DUKE'S,American,2129495400
3714,50006260,WHITE OAK TAVERN,American,2122602604
3715,41210127,STONE STREET TAVERN (@ 52 STONE ST),American,2127855658
3716,50098823,THE ORCHARD TOWNHOUSE,American,6469705670
3717,40560933,TOWN HALL THEATRE,American,2125867610
3718,50073990,MOTTLEY KITCHEN,American,9293082099
3719,40621072,POINT BREAK,American,2123918053
3720,50089615,THE WONDER,American,6463703113
3721,41626630,DL,American,2122280909
3722,50060711,SCOOZI,American,2127990080
3723,41531104,AL HIRSCHFELD THEATRE,American,2125825472
3724,41706173,PICK-A-BAGEL,American,2127869200
3725,41680991,BLAKE AND TODD,American,2123551800
3726,41720851,BRAVO CAFE,American,__________
3727,50011159,FRAICHE MAXX,American,2125108551
3728,50044507,ZAMAAN,American,3475934444
3729,41456998,A.I.G.\CHARTIS,American,2127703896
3730,50009539,BLACKSTONE BAR AND GRILL,American,3473466004
3731,50035234,THE WATERFRONT RESTAURANT,American,7188293150
3732,41620314,STAR'S CAFE (WESTIN HOTEL),American,2122012766
3733,50084081,COLLEGE OF MOUNT SAINT VINCENT (HUDSON HEIGHTS; BASEMENT KITCHEN),American,7184053400
3734,50102562,Gran Morelos Diner and Bakery,American,7182189441
3735,50063632,CASA BOCADO,American,6463551840
3736,50066345,TINA'S PLACE,American,7184976890
3737,41258881,NYSB,American,8622293878
3738,50010990,ELITE POOL & FITNESS MANAGEMENT,American,7187463720
3739,40923811,BLACK DOOR,American,2126450215
3740,50002367,THE KINGSIDE,American,2127078000
3741,41626893,OAK & IRON,American,7183492252
3742,50082492,STUART CINEMA & CAFE,American,9179917556
3743,50048098,THE FOOD COURT BAR,American,9172843260
3744,50002345,SPORTING CLUB GJOA,American,7187459436
3745,41546041,HEIDI'S HOUSE BY THE SIDE OF THE ROAD,American,2122490069
3746,41422055,MORGAN STANLEY,American,2127617419
3747,50016849,WIBAR,American,9177171353
3748,41259825,MARIE'S GOURMET,American,7189814664
3749,50043885,"BOTTOMS UP, VODKA SODA",American,2129690460
3750,50002693,B&W DELI GROCERY,American,9173882601
3751,41653831,THE PARK VIEW,American,3478658750
3752,41573739,CREPERIE,American,2017231055
3753,50064635,DUMONT BURGER,American,7187826666
3754,41626109,ALLSWELL,American,3477992743
3755,50095456,Lilly's Cocktail and Wines,American,2127994140
3756,50000197,MAIDEN LANE,American,6467558911
3757,50094400,ZEROSPACE,American,7179197570
3758,41166914,EAT ON 8TH,American,2123528548
3759,40577204,IMPERIAL BIKER BAR,American,9176820969
3760,40857526,CAFE LULUC,American,7186253815
3761,41531821,MANHATTAN 3 DECKER RESTAURANT,American,7183896565
3762,41646610,MURETTE'S,American,6464747560
3763,41445485,OCCASIONS BANQUET AND CATERING HALL,American,7189771861
3764,50043617,THE BAD OLD DAYS,American,3476960612
3765,50089234,AU CHEVAL DINER,American,6143158682
3766,50066319,ASTORIA PROVISIONS,American,2038144405
3767,41035072,THE KETTLE BLACK,American,7186807862
3768,41715309,LUCCHESE FOOD SERVICE,American,7184304972
3769,50099986,SONNIER & CASTLE FOOD,American,3475898000
3770,41343921,KOUROS BAY DINER,American,7187435777
3771,41683961,BURGER URWAY,American,3472940650
3772,41688112,"HONDA, LEGENDS LOUNGE",American,9176186310
3773,41578515,BEARDED LADY,American,4692327333
3774,40395087,AUSTINS ALE HOUSE,American,7188493939
3775,41101600,EMPHASIS,American,7187481319
3776,40554369,CATCH 22,American,7189215869
3777,40365499,YANKEE TAVERN,American,7182926130
3778,50094159,SMASHBURGER,American,3475624362
3779,40513184,ACE BAR,American,2129798476
3780,41138136,SAL'S RESTAURANT,American,7187738160
3781,50032852,DAILY BAGEL,American,2123714907
3782,50077824,HARLEM ALE HOUSE,American,3476410850
3783,50057062,MUSE PAINTBAR,American,6467606100
3784,50075526,BOULEVARD HERO DELI & GRILL,American,7189952043
3785,50084970,DIG INN,American,6469052184
3786,50053053,DEVON & BLAKELY,American,2128260212
3787,40911873,KMR,American,2129407099
3788,41532259,COURTNEY'S ROTISSERIE & GRILL,American,7189681888
3789,41403094,HIGH DIVE,American,7187880401
3790,41047999,THE BLARNEY STONE PUB & RESTAURANT,American,2125945100
3791,41678734,TINY'S DINER,American,7187087600
3792,41714251,MAMMY'S SPORTS BAR,American,3477824003
3793,41712257,EURO CAFE,American,7187512854
3794,50000537,TRADING POST,American,6463703337
3795,41396865,LEGENDS 000,American,__________
3796,40734506,JOHN HUGHES KNIGHTS OF COLUMBUS CLUB,American,7182598840
3797,41055920,"DUNKIN','BASKIN ROBBINS",American,7182054440
3798,41666477,CAFE TO GO,American,7187212848
3799,50057633,MORGAN CAFE,American,2123304174
3800,50002557,SOMM TIME A WINE BAR,American,2128887404
3801,50008136,WENDY'S,American,9735976433
3802,40949396,ROCK CENTER CAFE,American,2123327620
3803,50058751,CIRCLE LINE: BRONX,American,2126308889
3804,41305175,PANERA BREAD,American,7189660304
3805,50089346,REGAL CINEMAS,American,9292844959
3806,41610768,SCHNIPPER'S,American,2122331025
3807,50005059,FREEHOLD,American,7183887591
3808,50008103,PANERA BREAD,American,2129678683
3809,50000551,WOLFNIGHTS,American,6466698070
3810,41585774,FRANK'S LOUNGE & BAR,American,7186259339
3811,50006337,D ELICI,American,2125875740
3812,40714371,LE PETIT CAFE,American,7185967060
3813,50001282,WAHI DINER,American,6464299400
3814,50073177,BIERWAX,American,3475338449
3815,50001843,RANDOLPH,American,2122740667
3816,50014518,HARBOR EATS,American,9178373872
3817,41716627,UPRIGHT,American,2128109944
3818,50001488,MAR'S,American,7186852480
3819,40659165,CLUB EVOLUTION,American,7184573939
3820,41505393,LITE DELITE CAFE (EQUINOX),American,2127991111
3821,41377918,WOODSIDE CAFE,American,7188993499
3822,50002434,CIBO MARKET,American,6464775291
3823,50057094,SUPREMA,American,6469644994
3824,50073572,GEM,American,9174733223
3825,41387292,JIB LANES,American,7185910600
3826,41168758,ROYAL CUCINA,American,7189875771
3827,50080495,CHERI'S BED STUY,American,7185766655
3828,40402369,COLONY CLUB,American,2128384200
3829,40400754,RYAN MAGUIRE'S BAR & RESTAURANT,American,2125666906
3830,50085975,BIG BELLY DELI,American,3472405647
3831,40368313,RED FLAME DINER,American,2128693965
3832,50053557,LENWICH,American,2123852828
3833,50092279,TWA HOTEL FOOD COURT,American,2128069000
3834,41643548,BAREBURGER,American,7182752273
3835,50043059,GREENWICH STREET TAVERN,American,2123347827
3836,50035145,SOFT SPOT BAR,American,7183847768
3837,41238204,LINCOLN TOWERS CAFE,American,7182928146
3838,41677967,WILMER HALE,American,2129377279
3839,40401422,BROADWAY DIVE,American,2128652662
3840,50009513,RUSS & DAUGHTERS CAFE,American,2124754881
3841,50071438,PLAYSTATION THEATRE,American,2129301950
3842,41655185,DIVE BAR LOUNGE,American,6464498604
3843,50069932,CONFECTIONS DESSERT LOUNGE,American,7185544992
3844,40394762,CAROLINE'S ON BROADWAY,American,2127574100
3845,41706182,"PICK-A-BAGEL, DUMPLING ROOM",American,2123624165
3846,50011154,SMITHFIELD HALL,American,2129299677
3847,50002920,HIGHBURY PUB,American,7189081342
3848,41365576,DIG INN,American,2126977867
3849,50040930,BROOKLYN JAZZ & SPORTS CLUB,American,9178031785
3850,50072825,MAJNOON CAFE,American,5165268710
3851,40938384,MOCA BAR & LOUNGE,American,2126658081
3852,50017838,THE LETLOVE INN,American,7187775683
3853,41068567,CELON BAR & LOUNGE,American,2126422211
3854,50013810,L & L LOCAL,American,9178326797
3855,41396652,STAND 224,American,9172843266
3856,50092943,LA VENTURA,American,9176756454
3857,40367339,COCKTAIL ROOM (NYAC),American,2127677000
3858,50098200,DAILY PROVISIONS,American,6467470604
3859,41109162,H.Q. LOUNGE,American,7182846877
3860,50065026,CORBET & CONLEY CATERERS,American,2129823939
3861,50034972,THE RICKEY COCKTAIL LOUNGE,American,6467562044
3862,40366361,THREE STAR RESTAURANT,American,7183364195
3863,41157511,MORGAN STANLEY,American,2127614043
3864,41543374,HUDSON STATION,American,2122444406
3865,50083173,BLUE COLLAR,American,3476817323
3866,50056915,SHORTY'S,American,2124803900
3867,50063056,MASPETH CAFETERIA,American,2016388280
3868,40401834,COLUMBUS GOURMET FOOD,American,2127217800
3869,50000504,MAMABITES,American,3473617735
3870,50017059,BASES LOADED SPORTS BAR,American,7188298500
3871,50000474,CUE TIME BILLIARDS,American,7189877176
3872,50048509,TRADEMARK,American,6468582320
3873,41623475,POTBELLY SANDWICH WORKS,American,6462894205
3874,50089687,GOLDEN DINER,American,9174727800
3875,50063608,TORTOISE & HARE,American,3478437868
3876,50090063,CEDRIC'S AT THE SHED,American,6468604813
3877,50110044,BABA COOL,American,9144840914
3878,50033014,CROMPTON ALE HOUSE,American,2126580089
3879,40722206,BLUE & GOLD BAR,American,2127771006
3880,40386147,JACKS FIRE DEPARTMENT,American,7187849090
3881,50056401,DIG INN,American,2122536176
3882,50054023,BOWL 360,American,7188435553
3883,50014830,JUDY & PUNCH,American,7187914538
3884,41643407,THE BROOKLYN STRATEGIST,American,7185763035
3885,41311804,ESQUIRE DINER,American,7188457600
3886,50076397,GROUP M,American,3475043209
3887,50051880,VIVA EVENTS AND CATERING,American,9086160844
3888,50032938,JOHN DOE BAR & KITCHEN,American,6468824007
3889,50010490,WENDY'S,American,2126193322
3890,41550291,TERRACE INN,American,7183529819
3891,50080478,BG EMPLOYEE CAFETERIA 4TH FL.,American,2128728977
3892,50079672,HAPPY JACKS BURGER BAR,American,3478976321
3893,41448651,AMITY HALL,American,2126772290
3894,50064572,SOCIETY CAFE,American,2123004525
3895,50088945,DR SMOOD,American,6467131384
3896,41637055,THE JOCKEY'S ROOM,American,7182153308
3897,50113991,GRACE DODGE CAFE,American,2126783167
3898,41392451,BABY GRAND,American,2122198110
3899,50009500,HIGH LINE HOTEL,American,2129339735
3900,50055587,FUNFEST,American,7187636800
3901,41304210,TOMPKINS SQUARE BAR,American,2126149798
3902,41699414,SBARRO,American,7182710681
3903,41695531,PANERA BREAD,American,2129386950
3904,41659494,WORLD YACHT PRINCESS,American,2126308177
3905,50049940,HYLAN DINER,American,7186689200
3906,50087420,QUEENSYARD,American,2123770780
3907,50080690,OLD MAN HUSTLE,American,2122537747
3908,40909191,TRAILER PARK LOUNGE,American,2124638000
3909,40935583,FRIED FRANK CAFETERIA,American,2128598041
3910,50043664,QUALITY EATS,American,2123379988
3911,50013399,JULIA'S BEER AND WINE BAR,American,9179091314
3912,50077635,THE PAUL BAR & RESTAURANT,American,2122045750
3913,50066076,BROWN BUTTER,American,7185328668
3914,41307684,LINKLATERS,American,2128309503
3915,50094046,PAPAYA KING,American,6469927706
3916,40369983,THE DART SPORTS BAR,American,7182911894
3917,50082604,MIDDLE VILLAGE BAGELS,American,7184578936
3918,50017983,LIVINGSTON MANOR,American,3479873292
3919,41550602,THE PIT AT PEOPLES IMPROV THEATER,American,2125637488
3920,50066094,PS KITCHEN,American,2126517247
3921,50011590,UPLAND,American,2126861006
3922,41664779,D'ALESSANDRO'S CORNER GRILL,American,7182247455
3923,50018895,JUNIPER,American,2129672511
3924,41058206,BARCADE,American,7183026464
3925,50034366,CARLETON LOUNGE,American,2128548324
3926,40573412,THE TRIAD,American,2123622590
3927,41300940,COOKIE JAR,American,7184483500
3928,50058520,MULBERRY & VINE,American,9178102880
3929,50035769,MOLOKO,American,7185963624
3930,41396678,STAND 205,American,9172843260
3931,50042550,GLOBAL KITCHEN,American,2125813200
3932,41117663,RIVIERA,American,7189376664
3933,41304673,KEVIN'S,American,7185968335
3934,50047152,SECTION 5 PIZZA,American,7183203887
3935,40399057,9TH AVE SALOON,American,2123071503
3936,50010946,FOREST BAGELS,American,7187205827
3937,50058063,1 HOTEL BROOKLYN BRIDGE,American,3476962500
3938,40572098,THE SPRING LOUNGE,American,2129651774
3939,50067426,MONTAGU'S GUSTO,American,9178332851
3940,50089994,CUE BAR,American,7186312646
3941,50080209,TUDOR CITY MARKETPLACE,American,2129868800
3942,41103052,MINGLES,American,7188056507
3943,50057093,WESTVILLE WALL STREET,American,2129242203
3944,40861141,CASA PROMESA,American,7189607658
3945,50085953,FLIK INTERNATIONAL CORP.,American,9178161297
3946,50086090,BROOKLYN BRIDGE DINER,American,7188580007
3947,40798872,METROPOLITAN,American,7185994444
3948,41591336,BAR 360,American,7182153308
3949,40401887,SPORTS MANIA BAR & GRILL,American,7185259521
3950,50042010,KELLY'S BAR,American,7186265199
3951,40979519,CLUB W,American,7188934466
3952,40643680,KENT THEATRE,American,7183383376
3953,41720075,BEACON BAR,American,2127871100
3954,50051321,JUPITER DISCO,American,9178552111
3955,50039368,GOOD NIGHT SONNY,American,9173328432
3956,41693226,TOM'S RESTAURANT,American,7189424200
3957,50016070,THE STONE HOUSE AT CLOVE LAKES,American,7184423600
3958,41309763,THE COSMOPOLITAN CLUB,American,2127345950
3959,40747192,NONIS COFFEE SHOP,American,7186010032
3960,41460812,FORBELL CAFE (U.S. POST OFFICE CAFETERIA),American,7186474455
3961,41560827,CIRCLE LINE BROOKLYN,American,9172843261
3962,50068126,OLD ROSE,American,2129246700
3963,50083691,BOCA RESTAURANT & STEAK HOUSE,American,9174591124
3964,41416298,TOM'S RESTAURANT,American,7186369738
3965,41688128,GRAZE SMOKEHOUSE,American,9176186310
3966,40786413,Flash Dancers,American,2125824001
3967,41610749,MUDSPOT,American,2125298766
3968,50084397,GRAND CANYON RESTAURANT,American,3478896670
3969,40932307,FIDDLESTICKS,American,2124630516
3970,40820080,7 STARS RESTAURANT,American,7187476898
3971,41497832,INWOOD LOCAL WINE BAR & BEER GARDEN,American,2125448900
3972,41216183,TRADER'S EXPRESS DELI,American,2124820620
3973,50048511,THE BOIL,American,6468337110
3974,40963082,CLEM'S,American,7183879617
3975,50100383,CAFE 47,American,2124562453
3976,50053170,KEW MOTOR INN RESTAURANT & BAR,American,9175607766
3977,50075336,DAVID'S BRISKET HOUSE,American,7187891155
